user_utterance,therapist_utterance,label
"네, 정말 그렇습니다. 그녀의 고통을 가까이에서 보며 도움을 주고 싶지만 어떻게 해야 할지 잘 모르겠습니다.",여자친구가 좀 더 나아지기 위해 필요하다고 생각하는 것이 무엇인지 알 수 있을까요?,Open Question
실패와 주변의 시선에서 오는 부정적인 영향을 덜 받게 하는 방법을 알고 싶습니다.,여자친구를 돕고자 하는 마음이 여러 방법을 찾아보는 원동력이 되겠네요.,General
"네, 그렇게 할 수 있도록 무엇인가 시작해보고 싶어요.",여러 어려움 속에서도 문제를 해결하기 위해 노력하는 모습이 눈에 띄네요.,Affirm
저도 여자친구가 조금이라도 더 행복해질 수 있도록 힘을 실어주고 싶어요.,내담자님의 따뜻한 마음과 노력이 여자친구에게 긍정적인 영향을 줄 것입니다.,Affirm
저도 그렇게 되기를 바라요.,여자친구의 우울증을 완화하기 위해 시도해보고 싶은 구체적인 방법이 있나요?,Open Question
작지만 그녀가 성공했다고 느낄 수 있는 경험들을 함께 만들어가고 싶습니다.,여자친구가 성공의 기쁨을 경험할 수 있도록 돕는 것은 아주 의미있는 일이네요.,Affirm
진로에 대한 불확실성과 끊임없는 의욕 상실이 제 마음을 가장 무겁게 합니다.,그런 감정을 겪는 것은 상당히 힘든 일이죠.,Complex Reflection
"네, 저도 그렇게 생각해요.",진로의 불확실성과 지속적인 의욕 상실로 힘들어하고 계시군요.,Simple Reflection
맞습니다. 온 힘을 다해왔던 것 같은데 지금 이 상태가 계속되니까 점점 지쳐가는 것 같아요.,"그동안 열심히 해오셨음에도 지쳐가시는 상황, 이해합니다.",Simple Reflection
그런데 이 상황에서 벗어나려는 의지가 생기긴 했어요.,그러한 어려움 속에서도 변화를 시도하려는 의지를 가지고 계시네요.,Complex Reflection
"네, 어떻게 해야 할지 구체적으로는 모르겠지만 변화를 줘보고 싶습니다.",구체적인 방법은 아직 모르시지만 변화를 추구하려는 용기를 가지고 계시군요.,Complex Reflection
"네, 그렇습니다. 기존에 해오던 방식에서 조금이라도 탈피해 보고자 해요.",기존의 방식에서 벗어나려는 시도 자체가 중요한 변화의 발판이 될 수 있습니다.,Complex Reflection
"네, 새로운 시도가 제 상황을 개선하는데 도움이 될 것 같아요.",새로운 시도로 상황 개선에 도움이 될 것이라는 생각을 하고 계시네요.,Complex Reflection
"최근에 일하던 곳을 그만두게 되었는데, 그 곳에서의 경험이 계속 마음을 아프게 해요.",그 경험에 대해 많이 생각하고 계시는 것 같네요.,General
"네, 특히 그만둔 이후에 벌어진 일들이 저를 많이 힘들게 해요.",그만둔 이후에 벌어진 일들이 어떻게 내담자님을 힘들게 하고 있는지 자세히 이야기해주실 수 있나요?,Open Question
"네, 일을 그만두고 난 후, 예전 동료들과의 관계가 변하면서 저를 무시하는 태도를 겪었어요. 그리고 마지막 날, 제가 다른 일자리를 찾았다고 말씀드렸을 때, 화를 내셨어요.",그 상황이 상처가 되었을 것 같네요.,Simple Reflection
"네, 상처 받았고, 그 이후로도 계속 마음이 무겁습니다.",그만두신 일과 예전 동료들과의 관계 변화가 깊은 아픔을 안겨 드리는군요.,Complex Reflection
"네, 생각보다 깊은 상처로 남아서 이겨내기가 쉽지 않습니다.",이전 직장과 동료들과의 관계에서 받은 상처가 내담자님의 마음을 아주 무겁게 하고 있군요.,Complex Reflection
"네, 그 상처들이 저를 계속 우울하게 만들고 있어요.",이 우울함을 극복하기 위해 어떤 방법을 시도해보셨는지 알려주실 수 있나요?,Open Question
"남자친구에게 이야기를 해보고 힘을 얻으려 했지만, 결국 제 스스로를 돌보는 것이 중요하다는 걸 깨달았어요.",스스로를 돌보는 것의 중요성을 인지하며 해결의 실마리를 찾으려고 하시는군요.,Complex Reflection
"예, 스스로를 어떻게 돌봐야 할지 아직 잘 모르겠지만, 천천히 배워가려고 합니다.",스스로를 긍정적으로 변화시키기 위한 방법을 찾아보려는 내담자님의 의지가 느껴집니다.,Complex Reflection
그렇게 생각하기 시작했어요. 이 과정을 시작하는 것 자체가 저에게 큰 도전이 될 거라 생각합니다.,이 과정에서 내담자님께서 중점을 두고 싶어 하는 부분이 있으신가요?,Open Question
저의 생각과 감정을 좀 더 긍정적인 방향으로 이끌어갈 수 있는 방법을 찾고 싶어요.,생각과 감정을 긍정적으로 이끌어가려는 의지가 분명히 내담자님 안에 있군요.,Affirm
정말 모든 게 힘들고 지치는 생각이 많이 들었습니다.,그런 생각과 감정에 시달리실 때 정말로 어려우셨겠어요.,Simple Reflection
"네, 정말 어렵습니다.",그런 어려움을 겪을 때 어떤 방식으로 대처하시나요?,Open Question
대부분 하던 일을 멈추고 조금이라도 마음이 가벼워질 것 같은 일을 찾아서 해보곤 합니다.,마음이 가벼워지게 하는 그 활동들이 구체적으로 어떤 것들인지 알려주실 수 있나요?,Open Question
제가 좋아하는 음악을 듣거나 잠깐 산책을 하는 편입니다.,음악을 듣거나 산책을 할 때 마음의 안정을 찾으시는군요.,Simple Reflection
"네, 그럴 때 조금은 나아지는 것 같습니다.",이러한 활동들이 스트레스를 줄이는 데 효과적이었나요?,Closed Question
"네, 조금은 효과적이었지만 근본적인 문제를 해결하지는 못한 것 같습니다.",근본적인 문제를 해결하기 위한 방법을 찾고 계시나요?,Closed Question
"네, 저도 그 방법을 찾고 싶습니다.",내담자님께서는 현재의 어려움을 넘어서서 해결책을 모색하고자 하는 욕구를 갖고 계시군요.,Complex Reflection
"네, 해결책을 찾으려고 노력 중입니다.",노력의 과정에서 해결책을 모색하는 것 자체가 이미 큰 걸음을 내딛고 계시는 거네요.,Complex Reflection
그렇다면 그 과정을 포기하지 않고 계속해서 나아가야겠군요.,그렇게 자신의 문제를 극복하려는 의지가 있는 것이 정말 중요합니다.,Affirm
저도 제 문제를 극복하기 위해 계속 노력할 것입니다.,조금씩 나아가려는 내담자님의 의지가 뚜렷하니 앞으로도 긍정적인 변화를 기대해도 좋겠습니다.,Affirm
최근에는 주로 불안함과 피로함이 자주 마음을 차지하고 있습니다.,그 감정들이 일상에서 많은 영향을 미치고 있겠군요.,Complex Reflection
"네, 특히 잠을 제대로 못 자는 문제가 가장 큰 영향을 미치고 있습니다.",잠을 못 자는 것이 어떤 방식으로 내담자님의 일상에 영향을 주고 있는지 듣고 싶습니다.,Open Question
"낮 동안 계속 피곤하다 보니 집중력도 떨어지고, 일상 생활에 필요한 활동들에 제대로 참여하기가 어렵습니다.",집중력이 떨어지고 일상 활동에 참여하기 어려운 상태를 개선하기 위해 어떤 방법을 시도해보셨나요?,Open Question
명상과 ASMR을 들으며 잠을 청해보려고 시도했습니다.,명상과 ASMR을 들으려는 노력이 상황을 개선하고자 하는 의지가 있음을 보여줍니다.,Affirm
은 그런데도 불구하고 깊은 잠을 자지 못하고 있어요.,깊은 잠을 자지 못하는 문제가 계속되면서 많이 지치셨겠어요.,Complex Reflection
"네, 정말 많이 지쳤어요.",많이 지치셨군요.,Simple Reflection
제 상태가 좀 더 나아지기를 바라게 됐어요.,내담자님의 상태가 나아지길 바라는 마음은 이미 변화를 향한 중요한 동기가 되었네요.,Complex Reflection
제 아이의 상황이 저를 가장 많이 걱정시키고 있어요.,아이의 건강과 행복은 부모님에게 매우 중요하죠.,General
정말 그렇습니다. 아이가 지금보다 더 좋아질 수 있기를 바라고 있어요.,아이의 상황을 개선하기 위해 어떤 변화를 희망하시나요?,Open Question
아이가 더 이상 자신을 바보라고 생각하지 않게 되었으면 좋겠어요.,내담자님의 아이가 자신에 대해 긍정적인 생각을 갖게 되기를 바라고 계시는군요.,Complex Reflection
"네, 아이가 스스로를 더 사랑하고 긍정적으로 볼 수 있게 도움을 주고 싶어요.",아이가 스스로를 사랑하게 만들기 위해 어떤 일들을 시도해보셨나요?,Open Question
"미술치료와 약물치료를 해보았지만, 아직도 고민이 남아서 심리치료도 고려하고 있어요.",여러 방법을 시도해보시면서 아이를 위한 최선의 방법을 찾기 위해 노력하고 계시네요.,Affirm
"그렇습니다, 아이에게 가장 적합한 치료 방법을 찾기 위해 여러 가능성을 탐색하고 있어요.",아이를 위한 방법을 찾기 위해 열린 마음으로 다양한 시도를 하고 계시네요.,Affirm
"네, 아이가 진정으로 행복해질 수 있는 길을 찾을 때까지 계속 노력할 겁니다.",아이의 진정한 행복을 위해 멈추지 않고 탐색하고 계시는군요.,Complex Reflection
"맞습니다, 아이가 진심으로 평안함을 느끼고 자신의 가치를 인식할 수 있도록 도와주는 것이 제 목표입니다.",아이의 진정한 평안과 자신감을 위해 지속적으로 힘쓰시는 모습이 감동적이네요.,Affirm
"주로 살면서 제가 제대로 하고 있는 일이 있는지, 내 삶이 다른 사람들보다 못한 것 같은 생각이 자주 들어요.",그 생각들이 많이 힘들게 하시겠어요.,Simple Reflection
"네, 정말로요. 또한 제 직업에 대한 불확실성 때문에 앞으로 어떻게 될지 불안하기만 합니다.",미래에 대한 불안과 비교에서 오는 자신감의 부족을 겪고 계시네요.,Complex Reflection
그래서 제가 가진 능력에 대해 스스로 의심하게 되는 것 같아요.,능력에 대한 의심이 자신감을 더욱 하락시키고 있는 상황이시군요.,Complex Reflection
"네, 그렇습니다. 그런 의심들이 저를 더욱 움츠러들게 만드는 것 같아요.",의심이 자신을 향한 시선을 좁히게 만드는 상황인 것 같군요.,Complex Reflection
"맞아요, 제가 실제로 할 수 있는 것들보다 제 한계를 너무 일찍 정해버린 것 같아요.",실제로 할 수 있는 것들과 한계를 정하는 과정에서 어떤 기준을 사용하시는지 궁금해요.,Open Question
제 자신을 돌아보지 않고 주위 사람들의 성공기준을 기준으로 삼았던 것 같아요.,그렇군요. 주위 사람들의 성공기준을 자신에게 적용하며 어려움을 겪고 계시네요.,Complex Reflection
"네, 그렇게 되다 보니 항상 제가 부족하게 느껴지더라고요.",부족함을 느끼는 것은 모두에게 있는 감정이에요.,General
그것을 알면서도 제가 스스로를 위안하기는 어렵네요.,주위 사람들의 성공기준과 자신을 비교할 때 어떤 감정이 가장 강하게 느껴지시나요?,Open Question
주로 부러움과 함께 나의 부족함이 너무 명확하게 느껴져서 속상해요.,부러움과 부족함을 느끼며 속상해하는 감정은 매우 자연스러운 반응이에요.,General
그렇게 들으니 조금은 위로가 되는 것 같아요.,해당 감정들을 느낄 때 어떻게 대처하시곤 하나요?,Open Question
주로 혼자 시간을 보내며 생각에 잠기곤 해요.,감정을 직면하며 생각에 잠기시는 시간이 본인에게 중요한 순간임을 알 수 있습니다.,Complex Reflection
"제가 정말 가깝게 지내던 친구가 다른 사람들과 더 자주 만나기 시작하면서, 불안감과 초조함이 커지고 있어요.",친구와의 변화된 관계로 인해 느끼시는 불안함과 초조함이 많이 쌓이셨군요.,Complex Reflection
"네, 그리고 저는 이런 감정에 대처하는 방법을 모르겠어요.",감정을 다루는 방법을 찾아보고자 하는 데 어려움을 겪고 계시는군요.,Complex Reflection
"저도 누군가와 더 가까워지고 싶은데, 마음을 열면 상처받을까 봐 두려워요.",그 두려움에도 불구하고 누군가와 가까워지기를 원하시는 이유는 무엇인가요?,Open Question
